STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/8/2010,2.8,1612,1429,0,,,,21.7,10.6,100,100,6.7,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/9/2010,4.6,1119,1122,0.3,,,,26.1,16.7,150,150,8.9,12.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/10/2010,4.4,735,858,0,,,,21.1,11.1,310,290,9.4,13
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/11/2010,2.3,36,36,0,,,,18.9,7.8,310,310,6.7,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/12/2010,4.4,1821,1820,11.7,,,,26.1,13.3,260,250,15.6,21.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/13/2010,4.3,135,801,0,,,,18.9,10.6,310,320,9.4,13.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/14/2010,2.5,144,156,0,,,,17.2,7.2,330,320,5.8,7.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/15/2010,2.6,1544,1543,0,,,,23.3,11.7,160,160,6.7,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/16/2010,3.5,811,804,0.5,,,,19.4,11.7,330,340,7.2,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/17/2010,3.6,1645,1331,0,,,,18.9,9.4,310,280,7.6,13
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/18/2010,1.9,1020,912,0,,,,18.9,10.6,330,340,6.7,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/19/2010,1.3,748,739,0,,,,20,10,340,340,4,6.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/20/2010,1.5,1321,755,0,,,,24.4,13.3,100,30,6.3,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/21/2010,3.2,1450,1421,0.5,,,,25,15,110,170,7.2,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/22/2010,5,1201,1358,5.6,,,,22.8,18.9,170,130,10.3,13.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/23/2010,1.7,1608,1632,0,,,,28.3,17.2,130,150,5.4,7.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/24/2010,3.1,2241,2250,13.7,,,,27.8,16.1,320,310,8.9,13
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/25/2010,4.5,1059,352,0,,,,18.3,10.6,330,280,8.9,13.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/26/2010,2.5,811,902,0,,,,20,7.8,340,360,6.7,8.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/27/2010,3.4,1554,1625,4.1,,,,23.9,10,220,310,11.2,14.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,2/28/2010,3.6,1221,1152,0,,,,20,10,340,320,7.2,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/1/2010,2.8,1836,1836,0,,,,21.1,9.4,140,140,6.7,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/2/2010,5.7,1044,1549,3.6,,,,26.1,16.1,190,250,11.6,15.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/3/2010,5.2,1746,1746,0,,,,18.9,11.7,280,300,9.4,12.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/4/2010,3.8,1350,1549,0,,,,19.4,9.4,270,310,8,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/5/2010,2.9,1440,1321,0,,,,18.9,6.7,300,300,6.3,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/6/2010,2.9,802,1619,0,,,,22.2,10,350,90,6.3,8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/7/2010,3,1702,1704,0,,,,23.3,11.7,90,80,7.2,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/8/2010,1.6,1534,1429,0,,,,24.4,12.8,120,130,5.8,7.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/9/2010,2.5,1655,1356,0,,,,24.4,15,120,160,6.7,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/10/2010,5,1528,1443,0,,,,26.1,17.8,130,140,8.9,13
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/11/2010,5.9,1342,1723,0,,,,26.7,21.7,150,160,10.3,13.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/12/2010,3.5,1458,1458,30.5,,,,28.9,20,310,310,10.3,14.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/13/2010,5.5,1401,1400,0,,,,25,17.2,270,250,9.8,13.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/14/2010,4.1,1648,1625,0,,,,26.1,14.4,260,270,9.4,13
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/15/2010,4,1654,1543,0,,,,26.7,16.1,270,240,8,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/16/2010,2.7,254,253,0,,,,22.2,13.9,310,300,6.3,8.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/17/2010,2.6,1742,1741,2.5,,,,20,15.6,260,270,6.7,8.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/18/2010,3.5,1431,1430,0,,,,21.7,14.4,290,290,7.2,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/19/2010,2.1,1123,1502,0,,,,22.8,12.2,290,290,5.8,8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/20/2010,2.9,1031,1301,0,,,,24.4,12.8,100,150,7.2,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/21/2010,5.6,916,915,0,,,,28.3,20,140,140,10.7,13.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/22/2010,3.4,1759,1620,5.1,,,,23.9,17.2,260,260,7.6,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/23/2010,2.6,1214,1325,0,,,,25,15.6,280,280,6.7,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/24/2010,3.5,1206,1536,0,,,,26.1,15.6,90,110,7.6,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/25/2010,3.8,1035,932,0,,,,25.6,16.7,130,130,7.6,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/26/2010,3.5,1555,1208,21.3,,,,30,21.7,250,270,7.2,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/27/2010,3.7,2248,840,0,,,,27.8,17.2,100,30,7.6,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/28/2010,5.5,1207,900,0,,,,26.7,22.2,120,120,9.4,14.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/29/2010,6.2,1134,1133,8.4,,,,26.7,16.7,210,190,10.3,14.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/30/2010,3.1,1247,1019,0,,,,24.4,14.4,280,320,6.3,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,3/31/2010,2.3,1759,,0,,,,25.6,14.4,140,,4,
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/1/2010,2.8,1644,1236,0,,,,26.7,15.6,80,90,7.2,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/2/2010,3.8,1034,1012,0,,,,27.2,18.9,110,130,7.6,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/3/2010,3.7,942,929,0,,,,27.2,18.3,90,80,7.6,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/4/2010,4.2,2319,1445,0,,,,27.8,20.6,100,80,7.6,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/5/2010,4.9,1318,1535,0,,,,27.8,22.2,80,80,8.9,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/6/2010,5,1526,1525,0,,,,27.2,21.1,110,100,7.6,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/7/2010,4.6,2227,1230,0,,,,28.3,21.1,110,140,7.6,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/8/2010,4.9,1450,910,0,,,,28.9,23.3,120,160,7.6,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/9/2010,3.3,1354,936,0,,,,31.7,22.8,200,200,7.2,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/10/2010,4.7,1338,1252,0,,,,28.9,23.9,90,90,8,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/11/2010,4.1,1312,1311,26.9,,,,29.4,20.6,110,90,7.6,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/12/2010,3.3,1735,1734,54.6,,,,26.1,20.6,90,100,9.4,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/13/2010,5.9,2344,2229,0,,,,27.8,22.8,70,60,9.4,13
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/14/2010,6.8,1307,1547,0,,,,27.2,22.8,70,40,10.3,13.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/15/2010,6.7,1535,1228,0.3,,,,27.2,22.2,90,90,10.7,13.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/16/2010,5.3,2249,2248,0,,,,27.8,20.6,90,90,9.8,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/17/2010,5.2,1134,1239,1.5,,,,26.7,20.6,110,130,8,13.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/18/2010,4.5,1838,1840,54.1,,,,26.1,20,30,40,9.4,13.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/19/2010,3.1,1508,1501,0,,,,25.6,20.6,80,80,6.7,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/20/2010,1.9,1631,1631,18.5,,,,28.3,20,140,140,7.2,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/21/2010,3.1,1619,1418,0,,,,30,21.1,260,250,7.6,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/22/2010,2.2,1652,1555,0,,,,30,20,120,110,5.4,8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/23/2010,3.3,1640,1618,0,,,,29.4,19.4,100,100,7.2,9.8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/24/2010,5.1,1027,1030,0,,,,28.9,22.2,140,120,9.8,13.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/25/2010,5.1,1327,1458,0,,,,30.6,23.3,140,150,8.9,14.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/26/2010,3.8,928,927,71.1,,,,28.3,20,270,280,11.6,17.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/27/2010,3.4,1552,1537,0,,,,30.6,20,260,260,6.7,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/28/2010,2.5,1605,721,0,,,,28.9,21.7,90,330,5.4,7.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/29/2010,4,2204,2251,0,,,,26.7,22.8,130,120,8,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,4/30/2010,5.6,1157,1253,0.3,,,,29.4,22.2,120,130,9.8,12.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/1/2010,5,850,1122,0,,,,30,25.6,120,150,7.6,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/2/2010,5.6,1130,1025,0,,,,30.6,26.1,120,130,8.9,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/3/2010,4.7,749,1030,0,,,,30.6,25.6,120,140,8,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/4/2010,4.3,1309,1639,0,,,,31.7,25.6,130,140,7.6,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/5/2010,3.1,1640,1640,0.5,,,,32.2,25,140,130,6.7,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/6/2010,2.2,2103,2109,0,,,,33.9,26.1,130,130,6.3,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/7/2010,2.1,1424,1628,0,,,,32.8,26.1,110,150,6.7,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/8/2010,2.3,1406,1650,0,,,,33.9,25,90,190,9.8,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/9/2010,2.9,1623,1646,0,,,,35,25,110,120,6.3,8
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/10/2010,5.1,1458,1501,0,,,,30.6,26.1,90,80,8,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/11/2010,6.7,2339,2338,0,,,,30,25.6,80,80,9.4,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/12/2010,6.6,1814,1056,0,,,,30,23.9,100,90,9.4,13.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/13/2010,6,1548,1449,0,,,,30,23.9,80,90,9.8,13
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/14/2010,6.7,2017,2017,0,,,,30,25,80,80,9.8,12.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/15/2010,6,1105,727,0,,,,31.1,24.4,90,110,8.9,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/16/2010,5.2,1424,2115,7.1,,,,30,25.6,120,120,8,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/17/2010,3.6,1854,834,64.3,,,,30.6,22.2,110,130,8,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/18/2010,1.2,2355,,0,,,,31.1,22.2,150,,4.5,
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/19/2010,1.7,1709,1518,0.5,,,,29.4,23.9,260,130,5.8,7.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/20/2010,2.8,1706,1701,0,,,,31.1,23.3,80,110,6.3,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/21/2010,3.8,1325,1141,0,,,,31.1,25,90,90,8,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/22/2010,4.5,1243,1551,0,,,,30.6,25,80,50,9.4,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/23/2010,4.3,1320,1520,0,,,,31.1,25,70,80,7.6,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/24/2010,3.7,1621,1621,0,,,,31.7,25.6,90,80,7.6,11.2
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/25/2010,2.1,1736,1533,0.3,,,,31.1,24.4,100,140,6.7,8.9
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/26/2010,1.6,1321,1320,12.4,,,,32.2,23.3,120,110,7.6,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/27/2010,2.2,1601,1545,0,,,,32.2,23.3,130,120,6.7,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/28/2010,1.3,1414,1414,1.8,,,,31.7,23.3,120,110,10.3,11.6
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/29/2010,2.3,1703,1438,0,,,,31.7,22.8,120,150,6.3,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/30/2010,3,1600,1444,0,,,,32.2,25,120,140,6.7,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,5/31/2010,3.5,1312,1359,0,,,,32.2,25.6,120,120,8,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/1/2010,2.6,1500,1446,9.7,,,,31.1,25,130,170,7.2,10.3
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/2/2010,2.5,1846,1835,1,,,,32.2,23.3,290,280,6.7,9.4
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/3/2010,2.4,1510,1508,80.5,,,,32.8,22.2,50,50,12.5,17
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/4/2010,2.2,1712,1712,5.3,,,,35,24.4,90,90,10.3,12.5
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/5/2010,2.4,1829,1828,34.8,,,,34.4,22.8,300,310,7.6,10.7
USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",25.7881,-80.3169,8.8,6/6/2010,1.7,1328,1327,5.3,,,,33.9,25,220,220,9.4,13.4
